a	日
a	簡
a	間
aa	唱
aaa	晶
ab	明
ab	盟
ai	即
ai	廊
ai	朗
ai	爵
ai	郎
ai	郷
ai	響
ail	節
aiu	慨
aiu	概
aj	卓
aj	早
aj	草
akc	冥
am	但
am	旦
am	査
amh	揚
amh	湯
amh	瘍
amh	腸
amh	陽
an	門
amh	場
aph	賜
apv	喝
apv	掲
apv	渇
apv	葛
apv	褐
apv	謁
au	把
au	肥
av	墾
av	娘
av	宴
av	恨
av	懇
av	根
av	浪
av	痕
av	眼
av	良
av	退
av	銀
av	限
av	食
av	養
avf	顕
awe	慢
awe	漫
ayf	影
ayf	憬
ayf	景
b	嘲
b	妥
b	月
b	朝
b	潮
bb	乱
bb	崩
bb	愛
bb	曖
bb	棚
bbb	滑
bbb	骨
bbe	受
bbe	媛
bbe	授
bbe	援
bbe	暖
bbe	緩
bbr	渦
bbr	禍
bbr	過
bbr	鍋
bcd	探
bcd	深
bd	乳
bd	彩
bd	採
bd	菜
bd	采
bg	淫
bgb	称
bgr	周
bgr	彫
bgr	調
bgr	週
bjj	運
bkf	然
bkf	燃
bm	且
bm	助
bm	宜
bm	狙
bm	畳
bm	祖
bm	租
bm	粗
bm	組
bm	阻
bmc	具
bmc	惧
bmr	同
bmr	洞
bmr	筒
bmr	胴
bmr	銅
bof	察
bof	擦
bof	祭
bof	際
bou	揺
bou	謡
bq	用
bsd	争
bsd	浄
bsp	穏
bsp	隠
bss	凸
bt	冊
bt	柵
bt	皿
btu	剛
btu	岡
btu	綱
btu	鋼
btv	網
bu	冒
bu	帽
bu	想
bu	目
bu	相
bu	眉
bu	箱
bu	霜
buc	側
buc	偵
buc	債
buc	償
buc	円
buc	則
buc	員
buc	唄
buc	噴
buc	墳
buc	売
buc	宝
buc	慣
buc	憤
buc	損
buc	敗
buc	桜
buc	浜
buc	測
buc	漬
buc	積
buc	続
buc	績
buc	読
buc	貝
buc	貞
buc	負
buc	貧
buc	貪
buc	貫
buc	責
buc	貴
buc	買
buc	貿
buc	賓
buc	賛
buc	賞
buc	質
buc	鎖
buc	韻
buf	懸
buf	県
buu	寛
buu	現
buu	見
buu	規
buu	視
buu	覚
bvk	渓
bvk	鶏
by	丹
c	金
ci	公
ci	松
ci	訟
ck	父
ck	釜
cor	俗
cor	却
cor	容
cor	欲
cor	浴
cor	溶
cor	脚
cor	裕
cor	谷
cr	沿
cr	船
cr	鉛
cru	悦
cru	税
cru	脱
cru	説
cru	鋭
cru	閲
csh	分
csh	盆
csh	粉
csh	紛
csh	雰
csh	頒
cw	曽
cwa	僧
cwa	増
cwa	層
cwa	憎
cwa	贈
d	休
d	困
d	床
d	木
d	札
d	朴
d	茶
d	閑
d	集
db	刺
db	策
dd	林
dd	鬱
ddd	森
dh	才
dh	材
dh	財
dh	閉
dhe	婆
dhe	彼
dhe	披
dhe	波
dhe	疲
dhe	皮
dhe	破
dhe	被
di	付
di	伝
di	博
di	団
di	奨
di	奪
di	守
di	寸
di	対
di	封
di	専
di	将
di	尉
di	尊
di	尋
di	府
di	待
di	得
di	慰
di	村
di	特
di	狩
di	符
di	等
di	簿
di	縛
di	耐
di	肘
di	腐
di	薄
di	討
di	転
di	遵
di	酎
di	附
dj	抹
dj	末
dk	快
dk	決
dl	勅
dl	整
dl	束
dl	瀬
dl	疎
dl	速
dl	頼
dm	奔
dm	本
dmf	隷
dmq	偉
dmq	囲
dmq	緯
dmq	衛
dmq	違
dmq	韓
doe	漆
doe	膝
doo	来
doo	麦
dw	凍
dw	東
dw	棟
dw	欄
dw	陳
dwf	練
dwf	錬
e	努
e	又
e	奴
e	怒
e	水
ea	踏
eee	桑
eg	怪
eii	騒
f	愁
f	火
f	灰
f	炭
f	煩
f	秋
fb	削
fb	宵
fb	幣
fb	弊
fb	消
fb	硝
fb	肖
fb	蔽
fbr	尚
fc	脊
fd	米
fd	粛
fd	迷
fdk	類
ff	労
ff	営
ff	栄
ff	淡
ff	炎
ff	蛍
ff	談
fh	劣
fh	妙
fh	少
fh	抄
fh	沙
fh	渉
fh	省
fh	砂
fh	秒
fhf	隙
fk	咲
fmu	光
fq	伴
fq	判
fq	券
fq	勝
fq	半
fq	圏
fq	巻
fq	拳
fq	畔
fq	藤
fq	騰
fqr	謄
g	仕
g	吐
g	土
g	壮
g	壱
g	社
g	荘
g	装
gbu	殻
gce	陵
gcg	勢
gcg	熱
gcg	睦
gcg	陸
gd	穀
gdi	侍
gdi	寺
gdi	持
gdi	時
gdi	詩
gg	佳
gg	崖
gg	掛
gg	涯
gg	街
ggu	暁
ggu	焼
gi	去
gi	法
gi	蓋
gii	芸
glc	嚇
glc	赤
glc	赦
gmf	款
gni	鋳
gnm	寿
gp	志
gp	誌
gr	吉
gr	喜
gr	結
gr	舎
gr	詰
grt	樹
grv	園
grv	猿
grv	遠
gtj	執
gtj	宰
gtj	幸
gtj	摯
gyo	徒
gyo	走
h	竹
ha	伯
ha	拍
ha	泊
ha	白
ha	皇
ha	舶
ha	迫
hae	泉
hae	線
hae	腺
haf	原
haf	源
haf	鳥
haf	鳴
has	激
hau	島
hau	貌
hb	学
hbi	舟
hbk	嗅
hbr	向
hbt	血
hbu	算
hbu	自
hbu	臭
hd	奥
hd	季
hd	秀
hd	菌
hd	香
hdd	暦
hdd	歴
hds	誘
hds	透
hdv	委
hdv	萎
hdw	審
hdw	番
hdw	藩
he	反
he	坂
he	板
he	版
he	販
he	返
he	阪
he	飯
hej	峰
hej	縫
hej	蜂
hem	隆
heq	降
her	各
her	客
her	格
her	略
her	絡
her	落
her	賂
her	路
her	酪
her	閣
her	露
her	額
hey	冬
hey	終
hfd	呼
hg	任
hg	妊
hg	庭
hg	廷
hg	程
hg	艇
hg	賃
hgr	告
hgr	造
hgr	酷
hgu	先
hgu	洗
hh	瑠
hh	留
hhh	杉
hhh	膨
hhh	須
hhl	柳
hhv	派
hhv	脈
hj	千
hj	循
hj	盾
hjd	朱
hjd	殊
hjd	珠
hjg	働
hjg	動
hjg	種
hjg	腫
hjg	薫
hjg	衝
hjg	重
hjm	唾
hjm	垂
hjm	睡
hjm	郵
hjr	括
hjr	活
hjr	舌
hjr	話
hk	妖
hk	沃
hk	添
hk	笑
hkb	橋
hkb	矯
hlo	爪
hml	匠
hml	哲
hml	所
hml	折
hml	斤
hml	斬
hml	断
hml	新
hml	暫
hml	析
hml	漸
hml	祈
hml	誓
hml	近
hml	逝
hmr	后
hmy	斥
hmy	訴
hn	冗
hn	机
hn	肌
hn	風
hn	飢
hne	廃
hne	役
hne	投
hne	搬
hne	没
hne	疫
hne	発
hne	盤
hne	股
hne	般
hne	設
hni	凡
hni	嵐
hni	帆
hni	恐
hni	汎
hni	築
ho	八
hp	宅
hp	託
hp	逓
hq	件
hq	失
hq	牛
hq	牧
hq	看
hqb	制
hqb	製
hqi	儀
hqi	我
hqi	犠
hqi	義
hqi	議
hqi	餓
hqm	姓
hqm	星
hqm	牲
hqm	生
hqm	醒
hqo	秩
hqo	迭
hqu	尾
hqu	毛
hqu	耗
hrr	追
hrr	阜
hs	偏
hs	印
hs	啓
hs	戸
hs	戻
hs	扇
hs	涙
hs	炉
hs	編
hs	肩
hs	遍
hs	雇
hs	顧
hsj	段
hsj	鍛
ht	升
ht	昇
ht	飛
hup	息
hup	憩
hus	辺
hv	仰
hv	低
hv	婚
hv	底
hv	抑
hv	抵
hv	氏
hv	迎
hv	邸
hvo	孤
hvo	弧
hvp	紙
hw	卑
hw	碑
hwk	窓
hwp	総
hwu	塊
hwu	醜
hwu	鬼
hwu	魂
hx	児
hx	写
hx	挿
hx	捜
hx	旧
hx	潟
hx	痩
hx	稲
hx	臼
hx	薦
hx	陥
hxb	興
hxg	毀
hxh	射
hxh	窮
hxh	謝
hxh	身
hxy	与
hxy	挙
hxy	誉
hym	延
hym	誕
i	伐
i	国
i	城
i	域
i	幾
i	惑
i	成
i	戒
i	戚
