ha,拍,ハク、（ヒョウ）,[],拍
ha,泊,ハク、と-まる、と-める,[],泊
ha,舶,ハク,[],舶
ha,迫,ハク、せま-る,[],迫
hab,綿,メン、わた,[],綿
hab,錦,キン、にしき,[],錦
hae ,泉,セン、いずみ,[],泉
hae,線,セン,[],線
hae,腺,セン,[],腺
haf ,鳥,チョウ、とり,[],鳥
haf,鳴,メイ、な-く、な-る、な-らす,[],鳴
hai ,郎,ロウ,[],郎
hai,廊,ロウ,[],廊
hai,朗,ロウ、ほが-らか,[],朗
has,激,ゲキ、はげ-しい,[],激
hau,島,トウ、しま,[],島
hau,貌,ボウ,[],貌
hb,学,ガク、まな-ぶ,[],学
hbi,舟,シュウ、ふね、（ふな）,[],舟
hbk,嗅,キュウ、か-ぐ,[],嗅
hbr,向,コウ、む-く、む-ける、む-かう、む-こう,[],向
hbt,血,ケツ、ち,[],血
hbu,算,サン,[],算
hbu,自,ジ、シ、みずか-ら,[],自
hbu,臭,シュウ、くさ-い、にお-う,[],臭
hd,奥,オウ、おく,[],奥
hd,季,キ,[],季
hd,菌,キン,[],菌
hd,香,コウ、（キョウ）、か、かお-り、かお-る,[],香
hdd,暦,レキ、こよみ,[],暦
hdd,歴,レキ,[],歴
hdf ,秋,シュウ、あき,[],秋
hdf,愁,シュウ、うれ-える、うれ-い,[],愁
hdp ,乗,ジョウ、の-る、の-せる,[],乗
hdp,剰,ジョウ,[],剰
hds ,秀,シュウ、ひい-でる,[],秀
hds,誘,ユウ、さそ-う,[],誘
hds,透,トウ、す-く、す-かす、す-ける,[],透
hdv ,委,イ、ゆだ-ねる,[],委
hdv,萎,イ、な-える,[],萎
hdw ,番,バン,[],番
hdw,審,シン,[],審
hdw,翻,ホン、ひるがえ-る、ひるがえ-す,[],翻
hdw,藩,ハン,[],藩
he ,反,ハン、（ホン）、（タン）、そ-る、そ-らす,[],反
he,坂,ハン、さか,[],坂
he,板,ハン、バン、いた,[],板
he,版,ハン,[],版
he,販,ハン,[],販
he,返,ヘン、かえ-す、かえ-る,[],返
he,阪,ハン,[],阪
he,飯,ハン、めし,[],飯
hej,峰,ホウ、みね,[],峰
hej,縫,ホウ、ぬ-う,[],縫
hej,蜂,ホウ、はち,[],蜂
hem,隆,リュウ,[],隆
heq,降,コウ、お-りる、お-ろす、ふ-る,[],降
her ,各,カク、おのおの,[],各
her,客,キャク、カク,[],客
her,格,カク、（コウ）,[],格
her,略,リャク,[],略
her,絡,ラク、から-む、から-まる、から-める,[],絡
her,落,ラク、お-ちる、お-とす,[],落
her,賂,ロ,[],賂
her,路,ロ、じ,[],路
her,酪,ラク,[],酪
her,閣,カク,[],閣
her,露,ロ、（ロウ）、つゆ,[],露
her,額,ガク、ひたい,[],額
hey ,冬,トウ、ふゆ,[],冬
hey,終,シュウ、お-わる、お-える,[],終
hfd,呼,コ、よ-ぶ,[],呼
hg ,廷,テイ,[],廷
hg,庭,テイ、にわ,[],庭
hg,程,テイ、ほど,[],程
hg,聖,セイ,[],聖
hg,艇,テイ,[],艇
hg1 ,任,ニン、まか-せる、まか-す,[],任
hg1,妊,ニン,[],妊
hg1,賃,チン,[],賃
hgr ,告,コク、つ-げる,[],告
hgr,造,ゾウ、つく-る,[],造
hgr,酷,コク,[],酷
hgu ,先,セン、さき,[],先
hgu,洗,セン、あら-う,[],洗
hgu,銑,セン,[],銑
hh ,留,リュウ、（ル）、と-める、と-まる,[],留
hh,瑠,ル,[],瑠
hh,貿,ボウ,[],貿
hhh,杉,すぎ,[],杉
hhh,須,ス,[],須
hhl,柳,リュウ、やなぎ,[],柳
hhv,派,ハ,[],派
hhv,脈,ミャク,[],脈
hj,千,セン、ち,[],千
hj1 ,盾,ジュン、たて,[],盾
hj1,循,ジュン,[],循
hjd ,朱,シュ,[],朱
hjd,殊,シュ、こと,[],殊
hjd,珠,シュ,[],珠
hjg ,動,ドウ、うご-く、うご-かす,[],動
hjg ,重,ジュウ、チョウ、え、おも-い、かさ-ねる、かさ-なる,[],重
hjg,働,ドウ、はたら-く,[],働
hjg,種,シュ、たね,[],種
hjg,腫,シュ、は-れる、は-らす,[],腫
hjg,薫,クン、かお-る,[],薫
hjg,衝,ショウ,[],衝
hjm ,垂,スイ、た-れる、た-らす,[],垂
hjm,唾,ダ、つば,[],唾
hjm,睡,スイ,[],睡
hjm,郵,ユウ,[],郵
hjm,錘,スイ、つむ,[],錘
hjr ,舌,ゼツ、した,[],舌
hjr,括,カツ,[],括
hjr,活,カツ,[],活
hjr,話,ワ、はな-す、はなし,[],話
hjw,勲,クン,[],勲
hk,妖,ヨウ、あや-しい,[],妖
hk,沃,ヨク,[],沃
hk,笑,ショウ、わら-う、え-む,[],笑
